Product Category,Product Group,Product Brand,Product Model,Product Type,Product Colour,Product Size,Short Description,Unit,Trade Price (Â£),Qty Price (Â£),Retail Price (Â£),Quantity Break,Barcode,Commodity Code,Product Name,Manufacturer Part Code,IDPartnumber,Supplier
Cranks & Chainrings,Cranks - eBike,5Dev,e-Bike ETOR Crankset,"ETOR - Fazua 60 Motor type, ETOR Spline fit, 7075-T651 Machined Billet Alloy",Black,165mm,5DEV eBIKE ETOR CRANKS 165mm BLK,Set,281.24,243.75,449.99,0,0850054022349,8714963090,e-Bike ETOR Crankset,ETOR-R165-01,CK5DEBTGK,Ison
Cranks & Chainrings,Cranks - eBike,5Dev,e-Bike ETOR Crankset,"ETOR - Fazua 60 Motor type, ETOR Spline fit, 7075-T651 Machined Billet Alloy",Raw Silver,165mm,5DEV eBIKE ETOR CRANKS 165mm SIL,Set,281.24,243.75,449.99,0,0850054022943,8714963090,e-Bike ETOR Crankset,ETOR-R165-02,CK5DEBTGS,Ison
Cranks & Chainrings,Cranks - eBike,5Dev,eBike Zink FR Crankset,"Bosch/TQ/Avinox/Levo G4 Motor type, IS Spline fit, 7075-T651 Machined Billet Alloy",Black,150mm,5DEV EBIKE ZINK FR AL CRK ARMS 150 BLK,Set,174.05,151.35,279.99,0,850076919054,8714963090,Cam Zink eBike Crank Arms - Bosch/TQ/Avinox/Gen 4 Levo,EFRB150-01,CK5DEFAZDK,Ison
Cranks & Chainrings,Cranks - eBike,5Dev,eBike Zink FR Crankset,"Bosch/TQ/Avinox/Levo G4 Motor type, IS Spline fit, 7075-T651 Machined Billet Alloy",Raw Silver,150mm,5DEV EBIKE ZINK FR AL CRK ARMS 150 SIL,Set,174.05,151.35,279.99,0,850076919061,8714963090,Cam Zink eBike Crank Arms - Bosch/TQ/Avinox/Gen 4 Levo,EFRB150-02,CK5DEFAZDS,Ison
Cranks & Chainrings,Cranks - eBike,5Dev,Titanium e-Bike Bosch Crankset,"Bosch/TQ/Avinox/Levo G4 Motor type, IS Spline fit, Machined Titanium",Natural,157.5mm,5DEV eBIKE Ti BOSCH CRANKS 157.5mm NAT,Set,874.26,760.23,1299.99,0,,8714963090,Titanium R-SPEC eBike Crank Arms - Bosch/TQ/Avinox/Gen 4 Levo,TEB-R157-T51,CK5DETBEN,Ison
Cranks & Chainrings,Cranks - eBike,5Dev,Titanium e-Bike Shimano EP8 Crankset,"Shimano Steps EP8 Spline fit, Machined Titanium",Natural,157.5mm,5DEV eBIKE Ti  EP8 CRANKS 157.5mm NAT,Set,874.26,760.23,1299.99,0,0850049514811,8714963090,e-Bike Titanium Shimano EP8 Crankset,TESEP8-R157-T51,CK5DETSEN,Ison
Cranks & Chainrings,Cranks - MTB,5Dev,Zink FR Crank Arms,"7075 Machined Alloy, SRAM 8-Bolt fit, BB Axle NOT Included",Black,150mm,5DEV ZINK FR AL CRANK ARMS 150mm BLK,Set,174.05,151.35,279.99,0,850076919078,8714963090,Zink Freeride Crank Arms - Black,RFR150-01,CK5DFAZDK,Ison
Cranks & Chainrings,Cranks - MTB,5Dev,Zink FR Crank Arms,"7075 Machined Alloy, SRAM 8-Bolt fit, BB Axle NOT Included",Raw Silver,150mm,5DEV ZINK FR AL CRANK ARMS 150mm SIL,Set,174.05,151.35,279.99,0,850076919085,8714963090,Zink Freeride Crank Arms - Silver,RFR150-02,CK5DFAZDS,Ison
Cranks & Chainrings,Cranks - MTB,5Dev,Zink FR Crank Arms,"7075 Machined Alloy, SRAM 8-Bolt fit, BB Axle NOT Included",Black,155mm,5DEV ZINK FR AL CRANK ARMS 155mm BLK,Set,174.05,151.35,279.99,0,850076919092,8714963090,Zink Freeride Crank Arms - Black,RFR155-01,CK5DFAZEK,Ison
Cranks & Chainrings,Cranks - MTB,5Dev,Zink FR Crank Arms,"7075 Machined Alloy, SRAM 8-Bolt fit, BB Axle NOT Included",Raw Silver,155mm,5DEV ZINK FR AL CRANK ARMS 155mm SIL,Set,174.05,151.35,279.99,0,850076919108,8714963090,Zink Freeride Crank Arms - Silver,RFR155-02,CK5DFAZES,Ison
Cranks & Chainrings,Cranks - MTB,5Dev,Zink FR Crank Arms,"7075 Machined Alloy, SRAM 8-Bolt fit, BB Axle NOT Included",Black,165mm,5DEV ZINK FR AL CRANK ARMS 165mm BLK,Set,174.05,151.35,279.99,0,850076919115,8714963090,Zink Freeride Crank Arms - Black,RFR165-01,CK5DFAZGK,Ison
Cranks & Chainrings,Cranks - MTB,5Dev,Zink FR Crank Arms,"7075 Machined Alloy, SRAM 8-Bolt fit, BB Axle NOT Included",Raw Silver,165mm,5DEV ZINK FR AL CRANK ARMS 165mm SIL,Set,174.05,151.35,279.99,0,850076919122,8714963090,Zink Freeride Crank Arms - Silver,RFR165-02,CK5DFAZGS,Ison
Cranks & Chainrings,Cranks - MTB,5Dev,R-Spec Trail/Enduro Crank Arms,"7050 Machined Billet Alloy, SRAM 3-Bolt fit, BB Axle NOT Included",Black,135mm,5DEV R-SPEC AL CRK ARMS 135mm BLK,Set,279.73,243.24,449.99,0,850076919221,8714963090,R-SPEC Trail Enduro Crank Arms - Black,R135-01,CK5DRAAK,Ison
Cranks & Chainrings,Cranks - MTB,5Dev,R-Spec Trail/Enduro Crank Arms,"7050 Machined Billet Alloy, SRAM 3-Bolt fit, BB Axle NOT Included",Raw Silver,135mm,5DEV R-SPEC AL CRK ARMS 135mm SIL,Set,279.73,243.24,449.99,0,850076919238,8714963090,R-SPEC Trail Enduro Crank Arms - Silver,R135-02,CK5DRAAS,Ison
Cranks & Chainrings,Cranks - MTB,5Dev,R-Spec Trail/Enduro Crank Arms,"7050 Machined Billet Alloy, SRAM 3-Bolt fit, BB Axle NOT Included",Black,145mm,5DEV R-SPEC AL CRK ARMS 145mm BLK,Set,279.73,243.24,449.99,0,850076919245,8714963090,R-SPEC Trail Enduro Crank Arms - Black,R145-01,CK5DRACK,Ison
Cranks & Chainrings,Cranks - MTB,5Dev,R-Spec Trail/Enduro Crank Arms,"7050 Machined Billet Alloy, SRAM 3-Bolt fit, BB Axle NOT Included",Raw Silver,145mm,5DEV R-SPEC AL CRK ARMS 145mm SIL,Set,279.73,243.24,449.99,0,850076919252,8714963090,R-SPEC Trail Enduro Crank Arms - Silver,R145-02,CK5DRACS,Ison
Cranks & Chainrings,Cranks - MTB,5Dev,R-Spec Trail/Enduro Crank Arms,"7050 Machined Billet Alloy, SRAM 3-Bolt fit, BB Axle NOT Included",Black,155mm,5DEV R-SPEC AL CRK ARMS 155mm BLK,Set,279.73,243.24,449.99,0,850076919269,8714963090,R-SPEC Trail Enduro Crank Arms - Black,R155-01,CK5DRAEK,Ison
Cranks & Chainrings,Cranks - MTB,5Dev,R-Spec Trail/Enduro Crank Arms,"7050 Machined Billet Alloy, SRAM 3-Bolt fit, BB Axle NOT Included",Raw Silver,155mm,5DEV R-SPEC AL CRK ARMS 155mm SIL,Set,279.73,243.24,449.99,0,850076919276,8714963090,R-SPEC Trail Enduro Crank Arms - Silver,R155-02,CK5DRAES,Ison
Cranks & Chainrings,Cranks - MTB,5Dev,R-Spec Trail/Enduro Crank Arms,"7050 Machined Billet Alloy, SRAM 3-Bolt fit, BB Axle NOT Included",Black,160mm,5DEV R-SPEC AL CRK ARMS 160mm BLK,Set,279.73,243.24,449.99,0,850076919283,8714963090,R-SPEC Trail Enduro Crank Arms - Black,R160-01,CK5DRAFK,Ison
Cranks & Chainrings,Cranks - MTB,5Dev,R-Spec Trail/Enduro Crank Arms,"7050 Machined Billet Alloy, SRAM 3-Bolt fit, BB Axle NOT Included",Raw Silver,160mm,5DEV R-SPEC AL CRK ARMS 160mm SIL,Set,279.73,243.24,449.99,0,850076919290,8714963090,R-SPEC Trail Enduro Crank Arms - Silver,R160-02,CK5DRAFS,Ison
Cranks & Chainrings,Cranks - MTB,5Dev,R-Spec Trail/Enduro Crank Arms,"7050 Machined Billet Alloy, SRAM 3-Bolt fit, BB Axle NOT Included",Black,165mm,5DEV R-SPEC AL CRK ARMS 165mm BLK,Set,279.73,243.24,449.99,0,850076919306,8714963090,R-SPEC Trail Enduro Crank Arms - Black,R165-01,CK5DRAGK,Ison
Cranks & Chainrings,Cranks - MTB,5Dev,R-Spec Trail/Enduro Crank Arms,"7050 Machined Billet Alloy, SRAM 3-Bolt fit, BB Axle NOT Included",Raw Silver,165mm,5DEV R-SPEC AL CRK ARMS 165mm SIL,Set,279.73,243.24,449.99,0,850076919313,8714963090,R-SPEC Trail Enduro Crank Arms - Silver,R165-02,CK5DRAGS,Ison
Cranks & Chainrings,Cranks - MTB,5Dev,R-Spec Trail/Enduro Crank Arms,"7050 Machined Billet Alloy, SRAM 3-Bolt fit, BB Axle NOT Included",Black,170mm,5DEV R-SPEC AL CRK ARMS 170mm BLK,Set,279.73,243.24,449.99,0,850076919320,8714963090,R-SPEC Trail Enduro Crank Arms - Black,R170-01,CK5DRAHK,Ison
Cranks & Chainrings,Cranks - MTB,5Dev,R-Spec Trail/Enduro Crank Arms,"7050 Machined Billet Alloy, SRAM 3-Bolt fit, BB Axle NOT Included",Raw Silver,170mm,5DEV R-SPEC AL CRK ARMS 170mm SIL,Set,279.73,243.24,449.99,0,850076919337,8714963090,R-SPEC Trail Enduro Crank Arms - Silver,R170-02,CK5DRAHS,Ison
Cranks & Chainrings,Cranks - MTB,5Dev,R-Spec Trail/Enduro Crank Arms,"7050 Machined Billet Alloy, SRAM 3-Bolt fit, BB Axle NOT Included",Black,175mm,5DEV R-SPEC AL CRK ARMS 175mm BLK,Set,279.73,243.24,449.99,0,850076919344,8714963090,R-SPEC Trail Enduro Crank Arms - Black,R175-01,CK5DRAKK,Ison
Cranks & Chainrings,Cranks - MTB,5Dev,R-Spec Trail/Enduro Crank Arms,"7050 Machined Billet Alloy, SRAM 3-Bolt fit, BB Axle NOT Included",Raw Silver,175mm,5DEV R-SPEC AL CRK ARMS 175mm SIL,Set,279.73,243.24,449.99,0,850076919351,8714963090,R-SPEC Trail Enduro Crank Arms - Silver,R175-02,CK5DRAKS,Ison
Cranks & Chainrings,Crank Spares,5Dev,Crank Spider - Dura Ace 8B,Alloy to suit Dura Ace 110BCD Chainrings - 8-Bolt fit,Black,110BCD,5DEV D-ACE 110BCD-8B SPIDER BLK,Each,111.88,97.29,179.99,0,8500587219100,8714969000,8 Bolt Spider for Shimano Dura Ace,S-110BCD-8B,CK5DSD110K,Ison
Cranks & Chainrings,Cranks - MTB,5Dev,Titanium MTB Crank Arms,"Machined Titanium, SRAM 8-Bolt fit, BB Axle NOT Included",Black,165mm,5DEV Ti MTB CRANK ARMS 165mm BLK,Set,1149.99,999.99,1499.99,0,850076919382,8714963090,Titanium MTB Crank Arms - Black,TR165-55,CK5DTMGK,Ison
Cranks & Chainrings,Cranks - MTB,5Dev,Titanium MTB Crank Arms,"Machined Titanium, SRAM 8-Bolt fit, BB Axle NOT Included",Natural,165mm,5DEV Ti MTB CRANK ARMS 165mm NAT,Set,941.52,818.71,1399.99,0,850076919139,8714963090,Titanium MTB Crank Arms - Natural,TR165-51,CK5DTMGN,Ison
Cranks & Chainrings,Cranks - MTB,5Dev,Titanium MTB Crank Arms,"Machined Titanium, SRAM 8-Bolt fit, BB Axle NOT Included",Black,167.5mm,5DEV Ti MTB CRANK ARMS 167.5mm BLK,Set,1149.99,999.99,1499.99,0,850076919399,8714963090,Titanium MTB Crank Arms - Black,TR167-55,CK5DTMHK,Ison
Cranks & Chainrings,Cranks - MTB,5Dev,Titanium MTB Crank Arms,"Machined Titanium, SRAM 8-Bolt fit, BB Axle NOT Included",Natural,167.5mm,5DEV Ti MTB CRANK ARMS 167.5mm NAT,Set,941.52,818.71,1399.99,0,850076919375,8714963090,Titanium MTB Crank Arms - Natural,TR167-51,CK5DTMHN,Ison
Cranks & Chainrings,Cranks - MTB,5Dev,Titanium MTB Crank Arms,"Machined Titanium, SRAM 8-Bolt fit, BB Axle NOT Included",Black,172.5mm,5DEV Ti MTB CRANK ARMS 172.5mm BLK,Set,1149.99,999.99,1499.99,0,850076919405,8714963090,Titanium MTB Crank Arms - Black,TR172-55,CK5DTMJK,Ison
Cranks & Chainrings,Cranks - MTB,5Dev,Titanium MTB Crank Arms,"Machined Titanium, SRAM 8-Bolt fit, BB Axle NOT Included",Natural,172.5mm,5DEV Ti MTB CRANK ARMS 172.5mm NAT,Set,941.52,818.71,1399.99,0,850076919146,8714963090,Titanium MTB Crank Arms - Natural,TR172-51,CK5DTMJN,Ison
Cranks & Chainrings,Cranks - Road,5Dev,Titanium Road/Gravel Crank Arms,"Machined Titanium, Axle NOT Included, 8-Bolt fit",Black,155mm,5DEV Ti RGXC CRANK ARMS 155mm BLK,Set,807.01,701.75,1199.99,0,850076919153,8714963090,Road/Gravel Titanium Crank Arms - Black,RT155-55,CK5DTRGEK,Ison
Cranks & Chainrings,Cranks - Road,5Dev,Titanium Road/Gravel Crank Arms,"Machined Titanium, Axle NOT Included, 8-Bolt fit",Natural,155mm,5DEV Ti RGXC CRANK ARMS 155mm NAT,Set,739.76,643.27,1099.99,0,850076919009,8714963090,Road/Gravel Titanium Crank Arms - Natural,RT155-51,CK5DTRGEN,Ison
Cranks & Chainrings,Cranks - Road,5Dev,Titanium Road/Gravel Crank Arms,"Machined Titanium, Axle NOT Included, 8-Bolt fit",Black,160mm,5DEV Ti RGXC CRANK ARMS 160mm BLK,Set,807.01,701.75,1199.99,0,850076919160,8714963090,Road/Gravel Titanium Crank Arms - Black,RT160-55,CK5DTRGFK,Ison
Cranks & Chainrings,Cranks - Road,5Dev,Titanium Road/Gravel Crank Arms,"Machined Titanium, Axle NOT Included, 8-Bolt fit",Natural,160mm,5DEV Ti RGXC CRANK ARMS 160mm NAT,Set,739.76,643.27,1099.99,0,850076919016,8714963090,Road/Gravel Titanium Crank Arms - Natural,RT160-51,CK5DTRGFN,Ison
Cranks & Chainrings,Cranks - Road,5Dev,Titanium Road/Gravel Crank Arms,"Machined Titanium, Axle NOT Included, 8-Bolt fit",Black,165mm,5DEV Ti RGXC CRANK ARMS 165mm BLK,Set,807.01,701.75,1199.99,0,850076919177,8714963090,Road/Gravel Titanium Crank Arms - Black,RT165-55,CK5DTRGGK,Ison
Cranks & Chainrings,Cranks - Road,5Dev,Titanium Road/Gravel Crank Arms,"Machined Titanium, Axle NOT Included, 8-Bolt fit",Natural,165mm,5DEV Ti RGXC CRANK ARMS 165mm NAT,Set,739.76,643.27,1099.99,0,850076919023,8714963090,Road/Gravel Titanium Crank Arms - Natural,RT165-51,CK5DTRGGN,Ison
Cranks & Chainrings,Cranks - Road,5Dev,Titanium Road/Gravel Crank Arms,"Machined Titanium, Axle NOT Included, 8-Bolt fit",Black,170mm,5DEV Ti RGXC CRANK ARMS 170mm BLK,Set,807.01,701.75,1199.99,0,850076919184,8714963090,Road/Gravel Titanium Crank Arms - Black,RT170-55,CK5DTRGHK,Ison
Cranks & Chainrings,Cranks - Road,5Dev,Titanium Road/Gravel Crank Arms,"Machined Titanium, Axle NOT Included, 8-Bolt fit",Natural,170mm,5DEV Ti RGXC CRANK ARMS 170mm NAT,Set,739.76,643.27,1099.99,0,850076919030,8714963090,Road/Gravel Titanium Crank Arms - Natural,RT170-51,CK5DTRGHN,Ison
Cranks & Chainrings,Cranks - Road,5Dev,Titanium Road/Gravel Crank Arms,"Machined Titanium, Axle NOT Included, 8-Bolt fit",Black,175mm,5DEV Ti RGXC CRANK ARMS 175mm BLK,Set,807.01,701.75,1199.99,0,850076919191,8714963090,Road/Gravel Titanium Crank Arms - Black,RT175-55,CK5DTRGKK,Ison
Cranks & Chainrings,Cranks - Road,5Dev,Titanium Road/Gravel Crank Arms,"Machined Titanium, Axle NOT Included, 8-Bolt fit",Natural,175mm,5DEV Ti RGXC CRANK ARMS 175mm NAT,Set,739.76,643.27,1099.99,0,850076919047,8714963090,Road/Gravel Titanium Crank Arms - Natural,RT175-51,CK5DTRGKN,Ison
Cranks & Chainrings,Cranks - MTB,5Dev,Test Fit RGXC Crank Arms,"Machined Alloy, SRAM 8-Bolt fit, BB Axle NOT Included",,155mm,5DEV TEST FIT RGXC CRANK ARMS 155mm,Set,62.16,54.05,99.99,0,850076919207,8714963090,Road/Gravel/XC Test Fit Crank,RA155-TF,CK5DZTRAE,Ison
Cranks & Chainrings,Cranks - MTB,5Dev,Test Fit RGXC Crank Arms,"Machined Alloy, SRAM 8-Bolt fit, BB Axle NOT Included",,160mm,5DEV TEST FIT RGXC CRANK ARMS 160mm,Set,62.16,54.05,99.99,0,850076919214,8714963090,Road/Gravel/XC Test Fit Crank,RA160-TF,CK5DZTRAF,Ison
Cranks & Chainrings,Chainrings - MTB 4 Arm,5Dev,104BCD Titanium Chainring,104BCD - CNC Titanium - 3mm offset - 12sp compatible,Titanium,32T,5DEV 104BCD TITANIUM C/RING 32T NAT,Each,100.87,87.71,149.99,0,0850054022219,8714969000,104BCD Titanium Chainring,CRT-32T-104BCD-T51,CR5D4T332N,Ison
Cranks & Chainrings,Chainrings - MTB 4 Arm,5Dev,104BCD Titanium Chainring,104BCD - CNC Titanium - 3mm offset - 12sp compatible,Titanium,34T,5DEV 104BCD TITANIUM C/RING 34T NAT,Each,100.87,87.71,149.99,0,0850042201862,8714969000,104BCD Titanium Chainring,CRT-34T-104BCD-T51,CR5D4T334N,Ison
Cranks & Chainrings,Chainrings - MTB 4 Arm,5Dev,104BCD Titanium Chainring,104BCD - CNC Titanium - 3mm offset - 12sp compatible,Titanium,36T,5DEV 104BCD TITANIUM C/RING 36T NAT,Each,100.87,87.71,149.99,0,0850042201909,8714969000,104BCD Titanium Chainring,CRT-36T-104BCD-T51,CR5D4T336N,Ison
Cranks & Chainrings,Chainrings - MTB Direct Mount,5Dev,8-Bolt Direct Mount Chainring,SRAM 8-Bolt Power meter Direct Mount - CNC 7075 Alloy - 7mm Offset - 12sp compatible,Black,42T,5DEV 8-BOLT 7mm C/RING 42T BLACK,Each,62.49,54.16,99.99,0,0850049514149,8714969000,8-Bolt Direct Mount Chainring,CR8B-42T-7W-01,CR5D8B742K,Ison
Cranks & Chainrings,Chainrings - MTB Direct Mount,5Dev,8-Bolt Direct Mount Chainring,SRAM 8-Bolt Power meter Direct Mount - CNC 7075 Alloy - 7mm Offset - 12sp compatible,Raw Silver,42T,5DEV 8-BOLT 7mm C/RING 42T SILVER,Each,62.49,54.16,99.99,0,0850049514156,8714969000,8-Bolt Direct Mount Chainring,CR8B-42T-7W-02,CR5D8B742S,Ison
Cranks & Chainrings,Chainrings - MTB Direct Mount,5Dev,8-Bolt Direct Mount Titanium Chainring,SRAM 8-Bolt Direct Mount - CNC Titanium - 3mm offset - 12sp compatible,Titanium,30T,5DEV 8-BOLT TITANIUM C/RING 30T NAT,Each,134.49,116.95,199.99,0,0850054022028,8714969000,8-Bolt Direct Mount Titanium Chainring,CRT-8B-30T-3W-T51,CR5D8T330N,Ison
Cranks & Chainrings,Chainrings - MTB Direct Mount,5Dev,8-Bolt Direct Mount Titanium Chainring,SRAM 8-Bolt Direct Mount - CNC Titanium - 3mm offset - 12sp compatible,Titanium,32T,5DEV 8-BOLT TITANIUM C/RING 32T NAT,Each,134.49,116.95,199.99,0,0850054022950,8714969000,8-Bolt Direct Mount Titanium Chainring,CRT-8B-32T-3W-T51,CR5D8T332N,Ison
Cranks & Chainrings,Chainrings - MTB Direct Mount,5Dev,T-Type Direct Mount Chainring,SRAM 3-Bolt T-Type Direct Mount - CNC 7075 Alloy - 3mm offset - 12sp compatible,Black,30T,5DEV TT 3B 3mm C/RING 30T BLACK,Each,62.16,54.05,99.99,0,0850058721002,8714969000,3-Bolt Direct Mount T-Type Aluminium Chainring,CRA-T3-30-01,CR5DTA330K,Ison
Cranks & Chainrings,Chainrings - MTB Direct Mount,5Dev,T-Type Direct Mount Chainring,SRAM 3-Bolt T-Type Direct Mount - CNC 7075 Alloy - 3mm offset - 12sp compatible,Raw Silver,30T,5DEV TT 3B 3mm C/RING 30T SILVER,Each,62.49,54.16,99.99,0,0850058721019,8714969000,3-Bolt Direct Mount T-Type Aluminium Chainring,CRA-T3-30-02,CR5DTA330S,Ison
Cranks & Chainrings,Chainrings - MTB Direct Mount,5Dev,T-Type Direct Mount Chainring,SRAM 3-Bolt T-Type Direct Mount - CNC 7075 Alloy - 3mm offset - 12sp compatible,Black,32T,5DEV TT 3B 3mm C/RING 32T BLACK,Each,62.16,54.05,99.99,0,0850058721040,8714969000,3-Bolt Direct Mount T-Type Aluminium Chainring,CRA-T3-32-01,CR5DTA332K,Ison
Cranks & Chainrings,Chainrings - MTB Direct Mount,5Dev,T-Type Direct Mount Chainring,SRAM 3-Bolt T-Type Direct Mount - CNC 7075 Alloy - 3mm offset - 12sp compatible,Purple,32T,5DEV TT 3B 3mm C/RING 32T PURPLE,Each,62.49,54.16,99.99,0,0850058721071,8714969000,3-Bolt Direct Mount T-Type Aluminium Chainring,CRA-T3-32-09,CR5DTA332U,Ison
Cranks & Chainrings,Chainrings - MTB Direct Mount,5Dev,T-Type Direct Mount Chainring,SRAM 3-Bolt T-Type Direct Mount - CNC 7075 Alloy - 3mm offset - 12sp compatible,Black,34T,5DEV TT 3B 3mm C/RING 34T BLACK,Each,62.16,54.05,99.99,0,0850058721101,8714969000,3-Bolt Direct Mount T-Type Aluminium Chainring,CRA-T3-34-01,CR5DTA334K,Ison
Cranks & Chainrings,Chainrings - MTB Direct Mount,5Dev,T-Type Direct Mount Chainring,SRAM 3-Bolt T-Type Direct Mount - CNC 7075 Alloy - 3mm offset - 12sp compatible,Raw Silver,34T,5DEV TT 3B 3mm C/RING 34T SILVER,Each,62.49,54.16,99.99,0,0850058721118,8714969000,3-Bolt Direct Mount T-Type Aluminium Chainring,CRA-T3-34-02,CR5DTA334S,Ison
Cranks & Chainrings,Chainrings - MTB Direct Mount,5Dev,T-Type Direct Mount Chainring,SRAM 3-Bolt T-Type Direct Mount - CNC 7075 Alloy - 3mm offset - 12sp compatible,Purple,34T,5DEV TT 3B 3mm C/RING 34T PURPLE,Each,62.49,54.16,99.99,0,0850058721125,8714969000,3-Bolt Direct Mount T-Type Aluminium Chainring,CRA-T3-34-09,CR5DTA334U,Ison
Cranks & Chainrings,Chainrings - MTB Direct Mount,5Dev,T-Type Direct Mount Chainring,SRAM 8-Bolt T-Type Direct Mount - CNC 7075 Alloy - 3mm offset - 12sp compatible,Kash,30T,5DEV TT 8B 3mm C/RING 30T KASH,Each,62.49,54.16,99.99,0,0850058721194,8714969000,8-Bolt Direct Mount T-Type Aluminium Chainring,CRA-T8-30-13,CR5DTA830E,Ison
Cranks & Chainrings,Chainrings - MTB Direct Mount,5Dev,T-Type Direct Mount Chainring,SRAM 8-Bolt T-Type Direct Mount - CNC 7075 Alloy - 3mm offset - 12sp compatible,Black,30T,5DEV TT 8B 3mm C/RING 30T BLACK,Each,62.16,54.05,99.99,0,0850058721156,8714969000,8-Bolt Direct Mount T-Type Aluminium Chainring,CRA-T8-30-01,CR5DTA830K,Ison
Cranks & Chainrings,Chainrings - MTB Direct Mount,5Dev,T-Type Direct Mount Chainring,SRAM 8-Bolt T-Type Direct Mount - CNC 7075 Alloy - 3mm offset - 12sp compatible,Raw Silver,30T,5DEV TT 8B 3mm C/RING 30T SILVER,Each,62.16,54.05,99.99,0,0850058721170,8714969000,8-Bolt Direct Mount T-Type Aluminium Chainring,CRA-T8-30-02,CR5DTA830S,Ison
Cranks & Chainrings,Chainrings - MTB Direct Mount,5Dev,T-Type Direct Mount Chainring,SRAM 8-Bolt T-Type Direct Mount - CNC 7075 Alloy - 3mm offset - 12sp compatible,Black,32T,5DEV TT 8B 3mm C/RING 32T BLACK,Each,62.16,54.05,99.99,0,0850058721200,8714969000,8-Bolt Direct Mount T-Type Aluminium Chainring,CRA-T8-32-01,CR5DTA832K,Ison
Cranks & Chainrings,Chainrings - MTB Direct Mount,5Dev,T-Type Direct Mount Chainring,SRAM 8-Bolt T-Type Direct Mount - CNC 7075 Alloy - 3mm offset - 12sp compatible,Raw Silver,32T,5DEV TT 8B 3mm C/RING 32T SILVER,Each,62.16,54.05,99.99,0,0850058721217,8714969000,8-Bolt Direct Mount T-Type Aluminium Chainring,CRA-T8-32-02,CR5DTA832S,Ison
Cranks & Chainrings,Chainrings - MTB Direct Mount,5Dev,T-Type Direct Mount Chainring,SRAM 8-Bolt T-Type Direct Mount - CNC 7075 Alloy - 3mm offset - 12sp compatible,Black,34T,5DEV TT 8B 3mm C/RING 34T BLACK,Each,62.16,54.05,99.99,0,0850058721248,8714969000,8-Bolt Direct Mount T-Type Aluminium Chainring,CRA-T8-34-01,CR5DTA834K,Ison
Cranks & Chainrings,Chainrings - MTB Direct Mount,5Dev,T-Type Direct Mount Chainring,SRAM 8-Bolt T-Type Direct Mount - CNC 7075 Alloy - 3mm offset - 12sp compatible,Raw Silver,34T,5DEV TT 8B 3mm C/RING 34T SILVER,Each,62.16,54.05,99.99,0,0850058721255,8714969000,8-Bolt Direct Mount T-Type Aluminium Chainring,CRA-T8-34-02,CR5DTA834S,Ison
Cranks & Chainrings,Chainrings - Road 110-144Bcd,5Dev,T-Type Aero Road Direct Mount Chainring,SRAM 8-Bolt T-Type Direct Mount - CNC 7075 Alloy - 3mm offset - 12sp compatible,Black,42T,5DEV ROAD AERO 8B C/RING 42T BLACK,Each,124.32,108.10,199.99,0,0850058721729,8714969000,Aero Road Gravel Chainring,CRD-T8-42-01,CR5DTRA42K,Ison
Cranks & Chainrings,Chainrings - Road 110-144Bcd,5Dev,T-Type Aero Road Direct Mount Chainring,SRAM 8-Bolt T-Type Direct Mount - CNC 7075 Alloy - 3mm offset - 12sp compatible,Raw Silver,42T,5DEV ROAD AERO 8B C/RING 42T RAW,Each,124.32,108.10,199.99,0,0850058721736,8714969000,Aero Road Gravel Chainring,CRD-T8-42-02,CR5DTRA42S,Ison
Cranks & Chainrings,Chainrings - Road 110-144Bcd,5Dev,T-Type Aero Road Direct Mount Chainring,SRAM 8-Bolt T-Type Direct Mount - CNC 7075 Alloy - 3mm offset - 12sp compatible,Black,52T,5DEV ROAD AERO 8B C/RING 52T BLACK,Each,186.48,162.16,299.99,0,0850058721743,8714969000,Aero Road Gravel Chainring,CRD-T8-52-01,CR5DTRA52K,Ison
"Handlebars, Stems & Grips",Handlebars - MTB 31.8mm,5Dev,Alloy Handlebar,"40mm Rise - 800mm wide, 31.8mm Clamp",Black,40mm,5DEV ALLOY H/BAR 31.8mm 40x800mm BLK,Pair,74.59,64.86,119.99,0,850058721989,8714991089,31.8mm Alloy Handlebar,HB-31-1,HB5D83240K,Ison
"Handlebars, Stems & Grips",Handlebars - MTB 35mm,5Dev,Alloy Handlebar,"30mm Rise - 800mm wide, 35mm Clamp",Black,30mm,5DEV ALLOY H/BAR 35mm 30x800mm BLACK,Pair,74.59,64.86,119.99,0,0850058721286,8714991089,35mm Alloy Handlebar,B-30-800-01,HB5D83530K,Ison
"Handlebars, Stems & Grips",Stem Spares,5Dev,Handlebar Shims,,Black,31.8-35.0mm,5DEV H/BAR SHIMS 31.8-35.0mm,Pair,12.43,10.81,19.99,0,850054022356,8714991089,Handlebar Shims,TPS318X35-01,HB5DZS3235,Ison
Headsets,Headset Spares,5Dev,Titanium Slam Cap,"11/8"" Machined titanium micro spacer, Fits bearings with ID 41.8mm or less",Natural,0.75mm,5DEV TITANIUM SLAM CAP 0.75mm NATURAL,Each,31.07,27.02,49.99,0,850076919429,8714999089,Titanium Slam Cap,THS-SC-1-51,HS5DSSTN,Ison
Headsets,Headset Spares,5Dev,Titanium Headset Topcap,"11/8 ""Machined titanium, Includes countersunk bolt",Natural,,5DEV TITANIUM TOP CAP NATURAL,Each,31.07,27.02,49.99,0,850076919412,8714999089,Titanium Top Cap,TSC-51,HS5DTCTN,Ison
